CUSTOMER_NUMBER,BAD,GOOD,GB,DEMO_GENDER,DEMO_AGE,DEMO_STAFF_VIB,APP_CIF_AGE,APP_IB_AGE,APP_DATEDIFF_CIF_IB,APP_EB_REGISTER_CHANNEL,APP_SMS,APP_VERIFY_METHOD
709768,1,0,B,M,64,N,33,33,0,BRANCH,N,SMART_OTP
358542,0,1,G,F,30,N,32,32,0,BRANCH,N,SMS
52281,0,1,G,M,28,N,12,4,8,BRANCH,Y,SMS
676649,0,1,G,F,31,N,11,10,1,BRANCH,Y,SMART_OTP
639890,0,1,G,M,24,N,86,72,14,BRANCH,Y,SMART_OTP
105379,0,1,G,M,23,N,83,83,0,BRANCH,Y,SMS
976569,0,1,G,M,25,N,81,81,0,BRANCH,N,SMART_OTP
367318,0,1,G,M,37,N,73,65,8,BRANCH,Y,SMS
88935,0,1,G,M,32,N,73,73,0,BRANCH,Y,SMART_OTP
416338,0,1,G,F,25,Y,73,73,0,BRANCH,Y,SMART_OTP
757811,0,1,G,M,27,N,86,86,0,BRANCH,Y,SMART_OTP
542522,0,1,G,F,34,N,83,71,12,MYVIB,N,SMART_OTP
501606,0,1,G,M,35,N,71,71,0,BRANCH,Y,SMART_OTP
832224,0,1,G,M,47,N,4,4,0,BRANCH,Y,SMART_OTP
382351,0,1,G,F,28,N,87,75,12,BRANCH,Y,SMART_OTP
314071,0,1,G,M,23,N,79,79,0,BRANCH,N,SMART_OTP
809085,0,1,G,M,34,N,72,44,28,BRANCH,Y,SMS
853410,0,1,G,M,33,N,67,35,32,MYVIB,N,SMART_OTP
546011,0,1,G,F,34,N,45,45,0,BRANCH,Y,SMART_OTP
989610,0,1,G,M,32,N,45,41,4,BRANCH,Y,SMART_OTP
637437,0,1,G,F,24,N,38,38,0,BRANCH,Y,SMS
456015,0,1,G,M,29,N,18,18,0,BRANCH,Y,SMS
822479,0,1,G,F,19,N,75,24,51,BRANCH,Y,SMART_OTP
529145,0,1,G,M,26,Y,25,25,0,BRANCH,Y,SMART_OTP
318856,0,1,G,M,31,N,19,12,7,BRANCH,Y,SMART_OTP
362651,0,1,G,M,40,N,13,6,7,BRANCH,Y,SMART_OTP
569902,0,1,G,M,19,N,8,8,0,BRANCH,Y,SMS
671471,1,0,B,M,32,N,6,6,0,BRANCH,Y,SMART_OTP
749593,0,1,G,M,42,N,59,59,0,BRANCH,Y,SMART_OTP
370465,0,1,G,M,35,Y,59,38,21,MYVIB,Y,SMART_OTP
742666,0,1,G,M,16,N,48,48,0,BRANCH,Y,SMART_OTP
69472,0,1,G,F,34,N,33,13,20,BRANCH,N,SMART_OTP
643141,0,1,G,M,25,Y,11,11,0,BRANCH,Y,SMART_OTP
852708,0,1,G,F,23,N,9,9,0,BRANCH,Y,SMART_OTP
350210,0,1,G,M,46,N,44,44,0,BRANCH,Y,SMS
663604,0,1,G,F,22,Y,41,41,0,BRANCH,Y,SMART_OTP
925638,0,1,G,M,26,N,40,40,0,BRANCH,N,SMS
278206,0,1,G,F,46,N,37,37,0,BRANCH,Y,SMS
801090,0,1,G,F,25,N,37,32,5,BRANCH,Y,SMS
495269,1,0,B,M,25,N,36,36,0,BRANCH,Y,SMS
5965,0,1,G,F,33,N,33,33,0,BRANCH,Y,SMART_OTP
307383,0,1,G,F,20,N,18,18,0,BRANCH,Y,SMS
865080,0,1,G,M,23,N,18,18,0,BRANCH,Y,SMS
553596,1,0,B,M,25,N,87,87,0,BRANCH,N,SMS
573196,1,0,B,F,28,N,81,74,7,BRANCH,N,SMS
724566,0,1,G,M,51,N,75,75,0,BRANCH,Y,SMS
916865,0,1,G,F,27,N,72,72,0,BRANCH,Y,SMART_OTP
807069,0,1,G,F,23,N,71,71,0,BRANCH,N,SMART_OTP
538852,0,1,G,M,19,N,88,88,0,BRANCH,Y,SMART_OTP
437417,0,1,G,M,29,N,87,87,0,BRANCH,Y,SMS
668021,0,1,G,F,33,N,78,78,0,BRANCH,N,SMART_OTP
806294,1,0,B,F,28,N,76,76,0,BRANCH,Y,SMART_OTP
303039,0,1,G,M,24,N,72,72,0,BRANCH,N,SMART_OTP
498401,0,1,G,M,31,N,65,65,0,BRANCH,Y,SMART_OTP
585512,0,1,G,F,49,N,65,65,0,BRANCH,N,SMART_OTP
828488,1,0,B,M,32,N,65,65,0,BRANCH,N,SMART_OTP
400854,0,1,G,M,25,N,65,59,6,BRANCH,Y,SMART_OTP
688882,0,1,G,M,30,N,68,34,34,BRANCH,Y,SMART_OTP
511633,0,1,G,M,36,N,38,38,0,BRANCH,N,SMART_OTP
496695,0,1,G,M,26,N,30,30,0,BRANCH,Y,SMART_OTP
866849,0,1,G,M,19,N,19,16,3,MYVIB,Y,SMART_OTP
400741,0,1,G,M,36,N,12,12,0,BRANCH,Y,SMART_OTP
274108,0,1,G,M,38,N,6,6,0,BRANCH,N,SMART_OTP
129212,0,1,G,F,19,N,6,6,0,BRANCH,N,SMS
221049,0,1,G,M,25,N,5,5,0,BRANCH,Y,SMART_OTP
949289,0,1,G,M,28,Y,67,67,0,BRANCH,Y,SMS
688308,0,1,G,F,26,N,62,61,1,BRANCH,Y,SMART_OTP
472639,0,1,G,M,26,N,61,61,0,BRANCH,Y,SMS
357154,0,1,G,M,29,N,62,61,1,BRANCH,N,SMS
881062,1,0,B,M,19,N,48,48,0,BRANCH,Y,SMS
451191,0,1,G,F,27,N,12,10,2,BRANCH,Y,SMS
157686,0,1,G,F,23,N,10,4,6,BRANCH,Y,SMART_OTP
118565,0,1,G,F,19,N,9,9,0,BRANCH,N,SMS
375559,0,1,G,F,28,N,9,6,3,BRANCH,Y,SMART_OTP
194938,0,1,G,M,30,N,44,44,0,BRANCH,N,SMART_OTP
282586,0,1,G,F,28,N,43,36,7,BRANCH,N,SMART_OTP
90096,0,1,G,F,25,N,41,34,7,BRANCH,Y,SMART_OTP
171107,0,1,G,M,27,Y,41,40,1,BRANCH,Y,SMART_OTP
480959,0,1,G,M,28,N,39,39,0,BRANCH,Y,SMS
33913,1,0,B,F,34,N,37,36,1,BRANCH,N,SMART_OTP
124279,0,1,G,M,34,N,37,32,5,MYVIB,N,SMART_OTP
372332,0,1,G,F,20,N,33,33,0,BRANCH,N,SMART_OTP
418944,0,1,G,F,26,N,31,31,0,BRANCH,N,SMART_OTP
735154,0,1,G,M,29,N,17,16,1,BRANCH,N,SMART_OTP
46539,0,1,G,F,31,Y,16,16,0,BRANCH,Y,SMART_OTP
308097,0,1,G,F,23,Y,15,15,0,BRANCH,Y,SMART_OTP
325742,0,1,G,F,29,N,82,82,0,BRANCH,Y,SMS
738231,0,1,G,F,23,N,75,75,0,BRANCH,Y,SMS
130845,0,1,G,F,25,N,75,60,15,MYVIB,N,SMS
575538,0,1,G,M,22,N,75,59,16,MYVIB,Y,SMS
336269,0,1,G,M,23,N,75,61,14,MYVIB,Y,SMART_OTP
780006,0,1,G,F,23,N,74,73,1,BRANCH,Y,SMS
801247,0,1,G,F,41,N,3,3,0,BRANCH,Y,SMART_OTP
625352,0,1,G,F,31,N,81,81,0,BRANCH,Y,SMART_OTP
407482,1,0,B,F,33,N,79,79,0,BRANCH,N,SMS
13325,0,1,G,M,31,N,76,45,31,BRANCH,Y,SMART_OTP
523702,0,1,G,M,33,Y,31,31,0,BRANCH,Y,SMART_OTP
880443,0,1,G,M,21,N,38,27,11,BRANCH,N,SMS
842381,0,1,G,M,25,N,27,27,0,BRANCH,Y,SMS
694547,0,1,G,M,31,N,24,24,0,BRANCH,Y,SMS
132967,0,1,G,M,27,N,69,67,2,MYVIB,N,SMART_OTP
729596,0,1,G,F,60,N,86,45,41,BRANCH,N,SMART_OTP
879233,0,1,G,M,31,N,31,31,0,BRANCH,N,SMART_OTP
540360,0,1,G,F,33,N,20,20,0,BRANCH,Y,SMS
719552,0,1,G,M,41,N,83,64,19,BRANCH,N,SMART_OTP
713188,0,1,G,F,33,N,81,67,14,BRANCH,Y,SMART_OTP
529758,0,1,G,F,19,N,79,32,47,MYVIB,Y,SMART_OTP
800011,0,1,G,M,24,N,75,37,38,BRANCH,Y,SMART_OTP
628837,0,1,G,F,22,N,68,5,63,MYVIB,Y,SMART_OTP
940742,0,1,G,F,23,N,68,23,45,BRANCH,Y,SMART_OTP
73909,0,1,G,M,37,N,65,17,48,BRANCH,Y,SMART_OTP
732882,0,1,G,F,31,Y,18,10,8,MYVIB,N,SMART_OTP
243845,0,1,G,M,53,N,17,8,9,BRANCH,N,SMS
30261,0,1,G,M,40,N,88,86,2,BRANCH,Y,SMS
621926,1,0,B,M,27,N,20,19,1,BRANCH,N,SMS
730965,0,1,G,M,35,Y,18,18,0,BRANCH,Y,SMART_OTP
386758,0,1,G,M,36,N,34,34,0,BRANCH,Y,SMART_OTP
858381,0,1,G,M,19,N,5,4,1,BRANCH,Y,SMS
568115,0,1,G,F,25,N,87,87,0,BRANCH,N,SMS
473303,1,0,B,F,26,N,75,75,0,BRANCH,N,SMART_OTP
850027,1,0,B,F,21,N,15,15,0,BRANCH,Y,SMS
164811,0,1,G,F,24,N,13,13,0,BRANCH,Y,SMART_OTP
428234,0,1,G,M,40,N,80,80,0,BRANCH,N,SMART_OTP
81018,0,1,G,F,29,N,60,60,0,BRANCH,N,SMS
494063,0,1,G,M,37,N,40,40,0,BRANCH,Y,SMS
459079,0,1,G,M,37,N,39,26,13,BRANCH,N,SMART_OTP
931085,0,1,G,M,29,N,16,13,3,BRANCH,N,SMS
11477,0,1,G,M,32,N,86,86,0,BRANCH,Y,SMS
376681,0,1,G,M,38,N,86,86,0,BRANCH,N,SMART_OTP
152714,0,1,G,M,31,N,86,86,0,BRANCH,N,SMS
7653,0,1,G,M,27,N,44,44,0,BRANCH,Y,SMS
218070,0,1,G,F,24,N,24,20,4,BRANCH,Y,SMART_OTP
325734,0,1,G,F,34,N,24,18,6,BRANCH,Y,SMS
447648,0,1,G,M,42,N,61,60,1,BRANCH,Y,SMS
305427,0,1,G,M,30,N,87,87,0,BRANCH,N,SMS
499369,0,1,G,M,31,N,87,83,4,BRANCH,Y,SMS
952804,0,1,G,F,23,N,87,87,0,BRANCH,Y,SMART_OTP
325615,0,1,G,M,42,N,82,82,0,BRANCH,N,SMART_OTP
587337,0,1,G,M,32,N,82,79,3,MYVIB,N,SMART_OTP
665564,1,0,B,F,28,N,75,75,0,BRANCH,Y,SMART_OTP
838829,1,0,B,M,41,N,75,75,0,BRANCH,Y,SMART_OTP
957256,0,1,G,F,30,N,75,75,0,BRANCH,N,SMART_OTP
334793,0,1,G,M,27,N,71,71,0,BRANCH,N,SMART_OTP
45604,0,1,G,F,23,N,38,17,21,BRANCH,N,SMART_OTP
866308,0,1,G,M,38,N,74,43,31,BRANCH,Y,SMS
546009,0,1,G,F,23,N,45,45,0,BRANCH,Y,SMART_OTP
504014,0,1,G,F,21,N,17,17,0,BRANCH,Y,SMART_OTP
87191,1,0,B,M,27,N,27,27,0,BRANCH,N,SMS
969335,0,1,G,F,44,N,26,18,8,BRANCH,Y,SMS
776422,0,1,G,M,27,N,24,24,0,BRANCH,Y,SMART_OTP
148795,0,1,G,F,35,N,20,19,1,BRANCH,N,SMART_OTP
285947,0,1,G,M,25,N,19,19,0,BRANCH,N,SMS
346860,0,1,G,M,33,N,69,69,0,BRANCH,Y,SMS
228758,0,1,G,M,23,N,32,32,0,BRANCH,Y,SMART_OTP
126107,1,0,B,F,30,N,31,31,0,BRANCH,Y,SMS
327042,0,1,G,M,28,N,27,27,0,BRANCH,Y,SMS
229268,0,1,G,M,46,N,81,81,0,BRANCH,N,SMART_OTP
610068,0,1,G,F,33,N,80,78,2,BRANCH,Y,SMART_OTP
444758,0,1,G,M,28,N,76,40,36,MYVIB,Y,SMS
783705,0,1,G,M,28,N,62,25,37,BRANCH,N,SMART_OTP
362632,0,1,G,F,24,N,61,23,38,BRANCH,Y,SMART_OTP
27590,0,1,G,M,22,N,86,86,0,BRANCH,Y,SMART_OTP
605889,0,1,G,F,58,N,24,13,11,BRANCH,N,SMS
69383,0,1,G,M,25,N,23,23,0,BRANCH,Y,SMART_OTP
452594,1,0,B,F,38,N,58,58,0,BRANCH,Y,SMART_OTP
659958,0,1,G,M,31,N,82,82,0,BRANCH,N,SMART_OTP
443523,0,1,G,M,24,N,75,74,1,BRANCH,Y,SMART_OTP
624970,0,1,G,F,24,Y,72,71,1,BRANCH,Y,SMART_OTP
968426,0,1,G,F,23,N,69,69,0,BRANCH,N,SMART_OTP
348985,0,1,G,F,29,N,60,59,1,BRANCH,N,SMS
721131,0,1,G,F,38,N,59,59,0,BRANCH,Y,SMS
355333,0,1,G,M,31,N,83,58,25,BRANCH,N,SMART_OTP
209841,0,1,G,F,22,Y,27,11,16,BRANCH,Y,SMART_OTP
323375,0,1,G,F,25,N,27,10,17,BRANCH,Y,SMART_OTP
61032,0,1,G,F,29,N,26,26,0,BRANCH,N,SMS
15501,0,1,G,M,33,N,26,10,16,BRANCH,Y,SMART_OTP
24320,0,1,G,F,20,N,26,26,0,BRANCH,Y,SMART_OTP
793416,0,1,G,M,34,N,20,20,0,BRANCH,Y,SMART_OTP
695976,0,1,G,F,28,N,20,13,7,MYVIB,N,SMART_OTP
114044,0,1,G,M,29,N,19,18,1,BRANCH,Y,SMART_OTP
48953,1,0,B,F,32,N,19,19,0,BRANCH,N,SMART_OTP
797147,0,1,G,M,23,N,10,5,5,BRANCH,Y,SMART_OTP
698697,0,1,G,M,21,N,85,73,12,BRANCH,N,SMS
140719,0,1,G,M,36,N,81,81,0,BRANCH,Y,SMART_OTP
708092,0,1,G,F,30,N,73,31,42,MYVIB,N,SMS
682389,0,1,G,M,22,N,59,59,0,BRANCH,Y,SMART_OTP
528848,0,1,G,M,42,N,41,17,24,MYVIB,Y,SMART_OTP
774599,0,1,G,M,22,N,88,88,0,BRANCH,Y,SMS
879400,0,1,G,F,26,N,67,67,0,BRANCH,N,SMS
477382,0,1,G,M,26,N,24,4,20,BRANCH,N,SMART_OTP
316815,0,1,G,F,27,N,24,17,7,MYVIB,N,SMART_OTP
378264,0,1,G,F,32,N,23,12,11,MYVIB,N,SMART_OTP
857568,0,1,G,F,34,N,5,3,2,BRANCH,N,SMART_OTP
74612,0,1,G,M,32,N,87,67,20,BRANCH,N,SMS
571854,0,1,G,F,32,Y,82,81,1,BRANCH,Y,SMART_OTP
65562,0,1,G,F,36,N,69,69,0,BRANCH,Y,SMART_OTP
129950,0,1,G,M,31,N,20,20,0,BRANCH,N,SMART_OTP
68099,0,1,G,F,21,N,19,19,0,BRANCH,Y,SMS
342695,1,0,B,M,24,N,15,15,0,BRANCH,N,SMS
301872,0,1,G,M,24,N,60,60,0,BRANCH,Y,SMS
477441,0,1,G,M,22,N,75,33,42,BRANCH,Y,SMART_OTP
767987,0,1,G,M,45,N,65,30,35,BRANCH,N,SMART_OTP
334829,0,1,G,M,36,N,24,24,0,BRANCH,Y,SMART_OTP
752339,0,1,G,F,41,N,22,22,0,BRANCH,N,SMS
348751,0,1,G,M,41,N,86,86,0,BRANCH,Y,SMART_OTP
195416,1,0,B,M,75,N,79,79,0,BRANCH,Y,SMS
122190,1,0,B,F,35,N,83,75,8,BRANCH,N,SMS
52084,0,1,G,M,26,N,82,64,18,BRANCH,N,SMS
200937,0,1,G,M,39,N,75,75,0,BRANCH,Y,SMS
97413,1,0,B,M,27,N,75,60,15,MYVIB,Y,SMART_OTP
531411,0,1,G,F,43,N,69,69,0,BRANCH,Y,SMART_OTP
182424,0,1,G,F,28,N,69,66,3,MYVIB,N,SMART_OTP
908293,0,1,G,F,36,N,69,67,2,MYVIB,N,SMART_OTP
802790,0,1,G,M,35,N,41,41,0,BRANCH,N,SMART_OTP
938036,0,1,G,F,29,N,26,26,0,BRANCH,Y,SMART_OTP
662519,0,1,G,F,24,N,20,12,8,BRANCH,Y,SMS
743580,0,1,G,M,46,N,16,16,0,BRANCH,Y,SMS
180500,0,1,G,F,27,N,81,81,0,BRANCH,Y,SMS
68776,0,1,G,M,34,N,60,60,0,BRANCH,Y,SMS
43586,0,1,G,F,27,N,68,10,58,BRANCH,N,SMART_OTP
535280,0,1,G,M,33,N,58,3,55,MYVIB,N,SMART_OTP
906021,0,1,G,M,31,N,48,27,21,MYVIB,N,SMART_OTP
89978,0,1,G,M,19,N,18,18,0,BRANCH,N,SMART_OTP
119530,0,1,G,M,26,N,23,11,12,BRANCH,N,SMS
983505,0,1,G,M,23,N,79,76,3,BRANCH,Y,SMART_OTP
341458,0,1,G,M,42,N,60,59,1,BRANCH,Y,SMART_OTP
661470,1,0,B,F,50,N,82,81,1,BRANCH,N,SMART_OTP
129038,0,1,G,M,37,N,31,31,0,BRANCH,Y,SMART_OTP
753173,0,1,G,F,26,N,31,31,0,BRANCH,N,SMS
29616,0,1,G,M,24,N,38,38,0,BRANCH,Y,SMS
135205,0,1,G,M,25,N,27,27,0,BRANCH,Y,SMS
927208,0,1,G,F,27,N,83,83,0,BRANCH,N,SMS
899236,0,1,G,M,23,N,75,27,48,BRANCH,N,SMS
466471,0,1,G,F,22,N,61,6,55,BRANCH,Y,SMART_OTP
41904,1,0,B,F,43,N,59,2,57,BRANCH,Y,SMART_OTP
657153,0,1,G,M,34,N,87,87,0,BRANCH,Y,SMS
787033,0,1,G,M,22,N,22,22,0,BRANCH,N,SMS
325873,0,1,G,M,19,N,86,85,1,BRANCH,Y,SMART_OTP
740622,0,1,G,M,33,N,78,78,0,BRANCH,Y,SMS
771201,0,1,G,F,26,N,80,75,5,BRANCH,N,SMS
172533,0,1,G,M,25,N,73,73,0,BRANCH,N,SMART_OTP
140749,0,1,G,M,41,N,68,68,0,BRANCH,Y,SMART_OTP
719115,0,1,G,M,28,N,18,18,0,BRANCH,Y,SMART_OTP
474594,1,0,B,M,51,N,44,44,0,MYVIB,N,SMART_OTP
80841,1,0,B,M,30,N,36,34,2,BRANCH,N,SMART_OTP
16012,0,1,G,F,32,N,34,34,0,BRANCH,Y,SMART_OTP
229327,0,1,G,M,44,N,25,25,0,BRANCH,Y,SMS
362734,0,1,G,M,37,N,24,24,0,BRANCH,Y,SMS
761429,0,1,G,M,23,N,2,2,0,BRANCH,N,SMS
383721,0,1,G,M,37,N,68,68,0,BRANCH,Y,SMART_OTP
837735,0,1,G,F,25,N,74,74,0,BRANCH,Y,SMART_OTP
839786,1,0,B,F,26,N,67,6,61,BRANCH,Y,SMS
742538,0,1,G,F,40,N,4,2,2,BRANCH,N,SMS
908193,0,1,G,M,28,N,27,27,0,BRANCH,Y,SMART_OTP
296972,0,1,G,M,27,N,3,3,0,BRANCH,Y,SMS
873942,0,1,G,M,32,N,3,3,0,BRANCH,N,SMART_OTP
14638,0,1,G,M,31,N,73,73,0,BRANCH,Y,SMART_OTP
645824,0,1,G,F,24,N,3,3,0,BRANCH,N,SMS
49286,0,1,G,M,33,N,3,3,0,BRANCH,N,SMS
26422,0,1,G,F,22,N,34,34,0,BRANCH,Y,SMS
86099,0,1,G,M,33,N,23,23,0,BRANCH,Y,SMART_OTP
108381,0,1,G,F,26,N,73,73,0,BRANCH,Y,SMS
643544,0,1,G,M,33,N,66,66,0,BRANCH,Y,SMS
833360,0,1,G,F,28,N,4,4,0,BRANCH,Y,SMS
819914,0,1,G,F,19,N,4,4,0,BRANCH,Y,SMART_OTP
757308,0,1,G,F,26,N,3,3,0,BRANCH,N,SMS
194943,0,1,G,M,29,N,61,61,0,BRANCH,N,SMART_OTP
265268,0,1,G,M,37,N,3,3,0,BRANCH,Y,SMART_OTP
695457,0,1,G,F,30,N,3,3,0,BRANCH,N,SMART_OTP
795197,0,1,G,M,25,N,3,3,0,BRANCH,N,SMART_OTP
969314,0,1,G,F,35,N,82,82,0,BRANCH,Y,SMS
317136,0,1,G,F,28,N,40,40,0,BRANCH,Y,SMART_OTP
921536,0,1,G,F,33,N,33,33,0,BRANCH,Y,SMS
149742,0,1,G,M,32,N,23,23,0,BRANCH,Y,SMART_OTP
807655,0,1,G,M,24,N,10,10,0,BRANCH,Y,SMART_OTP
812145,0,1,G,M,25,N,23,12,11,MYVIB,Y,SMART_OTP
448986,1,0,B,F,34,N,76,76,0,BRANCH,Y,SMS
872825,0,1,G,M,29,N,38,34,4,BRANCH,Y,SMS
300874,1,0,B,F,56,N,-180,-180,0,BRANCH,N,SMART_OTP
89359,1,0,B,F,36,N,-192,-192,0,BRANCH,N,SMART_OTP
426425,0,1,G,F,27,N,17,-9,26,BRANCH,Y,SMS
197658,1,0,B,M,43,N,2,-89,91,BRANCH,Y,SMS
378366,1,0,B,M,21,N,-156,-158,2,BRANCH,Y,SMART_OTP
558625,1,0,B,F,47,N,23,23,0,BRANCH,N,SMS
523675,0,1,G,M,34,N,30,30,0,BRANCH,N,SMART_OTP
119121,0,1,G,M,24,N,2,-5,7,BRANCH,Y,SMART_OTP
3494,0,1,G,M,29,N,-44,-65,21,MYVIB,Y,SMART_OTP
435246,1,0,B,M,24,N,76,76,0,BRANCH,Y,SMART_OTP
454252,1,0,B,F,20,N,-212,-212,0,BRANCH,Y,SMS
223989,0,1,G,F,31,N,23,23,0,BRANCH,Y,SMART_OTP
679323,1,0,B,M,28,N,10,10,0,BRANCH,Y,SMS
272205,0,1,G,F,22,N,34,15,19,BRANCH,Y,SMART_OTP
674923,1,0,B,M,22,N,33,32,1,BRANCH,Y,SMART_OTP
724692,0,1,G,M,21,N,32,32,0,BRANCH,N,SMS
582265,1,0,B,M,22,N,27,27,0,BRANCH,Y,SMART_OTP
234418,1,0,B,F,40,N,68,66,2,BRANCH,Y,SMS
549673,0,1,G,M,27,N,23,22,1,BRANCH,N,SMS
967920,1,0,B,F,25,N,-249,-249,0,BRANCH,Y,SMART_OTP
406864,0,1,G,F,27,N,-39,-39,0,BRANCH,Y,SMART_OTP
532204,1,0,B,M,24,N,-199,-238,39,MYVIB,Y,SMART_OTP
302733,0,1,G,M,31,N,-1,-1,0,BRANCH,N,SMS
286324,0,1,G,M,34,N,16,-5,21,BRANCH,N,SMART_OTP
204616,0,1,G,M,26,N,-176,-176,0,BRANCH,N,SMART_OTP
845714,1,0,B,F,19,N,-148,-148,0,BRANCH,Y,SMART_OTP
371201,1,0,B,F,54,N,69,68,1,BRANCH,N,SMS
811987,1,0,B,M,48,N,5,5,0,BRANCH,Y,SMS
365201,0,1,G,F,35,N,3,3,0,BRANCH,N,SMART_OTP
874944,0,1,G,M,29,N,3,3,0,BRANCH,Y,SMART_OTP
314385,0,1,G,M,27,N,79,62,17,BRANCH,N,SMS
62453,0,1,G,M,34,N,61,61,0,BRANCH,Y,SMS
675857,0,1,G,M,23,N,24,24,0,BRANCH,Y,SMART_OTP
201199,0,1,G,M,43,N,5,4,1,BRANCH,Y,SMART_OTP
319677,0,1,G,M,19,N,4,4,0,BRANCH,Y,SMART_OTP
577773,0,1,G,M,29,N,2,2,0,BRANCH,Y,SMART_OTP
900280,1,0,B,M,55,N,69,69,0,BRANCH,N,SMART_OTP
41139,0,1,G,F,23,N,65,65,0,BRANCH,Y,SMART_OTP
193602,0,1,G,M,19,N,81,81,0,BRANCH,Y,SMART_OTP
477612,1,0,B,F,24,N,69,69,0,BRANCH,Y,SMART_OTP
915457,0,1,G,M,55,N,39,39,0,BRANCH,Y,SMS
465843,1,0,B,M,34,N,44,44,0,BRANCH,N,SMART_OTP
498650,1,0,B,F,30,N,5,5,0,BRANCH,N,SMS
10842,0,1,G,M,36,N,5,5,0,BRANCH,Y,SMART_OTP
841827,0,1,G,F,59,N,74,74,0,BRANCH,Y,SMS
568910,0,1,G,F,38,N,74,65,9,BRANCH,Y,SMART_OTP
822168,0,1,G,F,29,N,44,37,7,BRANCH,Y,SMS
727187,0,1,G,F,25,N,37,37,0,BRANCH,Y,SMS
613207,0,1,G,M,25,N,18,18,0,BRANCH,Y,SMS
957090,0,1,G,F,60,N,3,3,0,BRANCH,Y,SMART_OTP
118336,0,1,G,F,26,N,79,79,0,BRANCH,N,SMS
518465,0,1,G,M,35,N,79,71,8,BRANCH,Y,SMART_OTP
184169,1,0,B,F,25,N,29,29,0,BRANCH,N,SMS
234192,0,1,G,M,27,N,23,23,0,BRANCH,Y,SMS
473357,0,1,G,M,32,N,5,4,1,BRANCH,N,SMS
587609,0,1,G,F,30,N,5,3,2,BRANCH,Y,SMART_OTP
387394,0,1,G,F,19,N,4,4,0,BRANCH,Y,SMART_OTP
610626,0,1,G,M,22,N,3,3,0,BRANCH,N,SMS
95176,0,1,G,M,26,Y,10,3,7,BRANCH,N,SMART_OTP
380636,1,0,B,M,35,N,-99,-99,0,BRANCH,N,SMART_OTP
613476,1,0,B,F,41,N,25,24,1,BRANCH,N,SMART_OTP
27393,1,0,B,F,28,N,80,72,8,MYVIB,Y,SMART_OTP
772246,0,1,G,F,37,N,31,24,7,BRANCH,N,SMART_OTP
57853,1,0,B,M,59,N,72,-640,712,AUTO-JOB,Y,SMART_OTP
893685,1,0,B,M,21,N,75,-281,356,BRANCH,Y,SMART_OTP
887928,1,0,B,F,41,N,13,13,0,BRANCH,N,SMS
596279,0,1,G,F,23,N,47,47,0,BRANCH,Y,SMS
330814,1,0,B,M,41,N,-248,-248,0,BRANCH,Y,SMART_OTP
647416,1,0,B,F,30,N,24,24,0,BRANCH,Y,SMS
755456,0,1,G,F,30,N,72,71,1,BRANCH,Y,SMS
767571,0,1,G,F,35,N,-2,-2,0,BRANCH,N,SMART_OTP
291918,0,1,G,M,18,N,11,11,0,BRANCH,Y,SMS
402388,0,1,G,F,42,N,40,-3,43,BRANCH,Y,SMS
171827,0,1,G,F,41,N,34,34,0,BRANCH,Y,SMART_OTP
369648,1,0,B,M,52,N,-158,-158,0,BRANCH,Y,SMART_OTP
140843,1,0,B,M,30,N,39,39,0,BRANCH,Y,SMS
807821,0,1,G,M,34,N,23,22,1,BRANCH,Y,SMS
167985,1,0,B,M,31,N,-100,-403,303,MYVIB,Y,SMART_OTP
570882,0,1,G,M,38,N,6,1,5,BRANCH,Y,SMART_OTP
531695,1,0,B,M,22,N,16,16,0,BRANCH,Y,SMART_OTP
10859,0,1,G,F,21,N,33,32,1,BRANCH,Y,SMART_OTP
449496,0,1,G,M,36,N,46,46,0,BRANCH,Y,SMART_OTP
150949,0,1,G,M,31,N,33,32,1,BRANCH,N,SMART_OTP
325296,0,1,G,F,19,N,23,23,0,BRANCH,Y,SMART_OTP
453888,0,1,G,F,24,N,88,88,0,BRANCH,Y,SMART_OTP
340629,0,1,G,M,36,N,72,72,0,BRANCH,Y,SMS
867243,0,1,G,F,32,N,66,66,0,BRANCH,N,SMART_OTP
551419,0,1,G,M,50,N,65,65,0,BRANCH,Y,SMS
695391,0,1,G,F,27,N,64,64,0,BRANCH,Y,SMART_OTP
449822,0,1,G,F,25,N,72,37,35,MYVIB,Y,SMART_OTP
776667,0,1,G,M,28,N,24,24,0,BRANCH,Y,SMS
616627,0,1,G,M,27,N,75,3,72,BRANCH,Y,SMART_OTP
882556,0,1,G,M,32,N,31,24,7,BRANCH,Y,SMART_OTP
486840,0,1,G,M,20,N,25,19,6,MYVIB,Y,SMS
303757,0,1,G,M,40,N,19,18,1,BRANCH,Y,SMART_OTP
157997,0,1,G,F,22,N,19,19,0,BRANCH,Y,SMART_OTP
921016,0,1,G,M,27,N,67,67,0,BRANCH,N,SMART_OTP
689200,0,1,G,F,20,N,66,66,0,BRANCH,Y,SMS
464485,0,1,G,M,33,N,61,61,0,BRANCH,Y,SMART_OTP
541680,0,1,G,M,32,N,48,48,0,BRANCH,N,SMART_OTP
221356,0,1,G,F,29,N,47,47,0,BRANCH,N,SMS
26001,0,1,G,M,40,N,47,38,9,BRANCH,Y,SMS
346330,1,0,B,F,30,N,46,46,0,BRANCH,N,SMART_OTP
33761,0,1,G,M,30,N,34,34,0,BRANCH,Y,SMS
