CUSTOMER_NUMBER,TIME_ID,BAD,GOOD,GB,TRANS_NO,TRANS_AMT_MAX,TRANS_AMT_MIN,TRANS_AMT_SUM,TRANS_AMT_AVG,TRANS_DATE,TRANS_WDAY,TRANS_HOUR,TRANS_LV1_TYPE,TRANS_LV2_TYPE
252996,1,0,1,G,1,300000,300000,300000,300000,1,1,1,1,1
331989,1,0,1,G,2,20000,10000,30000,15000,2,1,2,1,1
87191,1,1,0,B,1,50000,50000,50000,50000,1,1,1,1,1
617725,1,0,1,G,1,49000000,49000000,49000000,49000000,1,1,1,1,1
657126,1,0,1,G,2,200000,10000,210000,105000,1,1,2,1,2
458895,1,0,1,G,1,50000,50000,50000,50000,1,1,1,1,1
883365,1,0,1,G,3,50000000,18000000,118000000,39333333.33,3,3,3,1,2
543680,1,0,1,G,2,849000,50000,899000,449500,2,2,2,1,1
840746,1,0,1,G,4,136000000,25000000,393000000,85666666.67,2,2,3,1,1
703381,1,0,1,G,4,1000000,20000,1140000,285000,3,3,4,2,3
123273,1,0,1,G,2,70000,20000,90000,45000,2,2,2,1,1
640062,1,0,1,G,1,100000,100000,100000,100000,1,1,1,1,1
560193,1,0,1,G,2,50000,50000,100000,50000,1,1,1,1,1
280942,1,0,1,G,3,1800000,350000,2650000,883333.3333,1,1,3,1,2
613411,1,0,1,G,1,1880000,1880000,1880000,1880000,1,1,1,1,1
361318,1,0,1,G,1,11300000,11300000,11300000,11300000,1,1,1,1,1
593943,1,0,1,G,4,85000000,900000,102364600,25591150,2,2,3,2,2
552022,1,0,1,G,5,2800000,500000,7300000,1460000,5,5,5,1,2
617384,1,0,1,G,2,2000000,100000,2100000,1050000,1,1,2,2,2
397398,1,0,1,G,17,100000000,100,336310100,20613131.25,12,7,15,1,2
138931,1,0,1,G,10,24648110,71564,74926784,6243271.75,5,4,8,2,2
404313,1,0,1,G,2,2500000,1000000,3500000,1750000,2,1,2,1,1
619344,1,0,1,G,2,20000,20000,40000,20000,2,2,2,1,1
218976,1,0,1,G,7,1500000,20000,2730000,390000,7,4,7,2,2
520230,1,0,1,G,10,1800000,70000,7020000,702000,9,5,10,2,3
183030,1,1,0,B,0,0,0,0,0,0,0,1,0,0
587538,1,0,1,G,4,300000,64500,567000,167500,2,2,3,1,1
8256,1,0,1,G,4,1690000,681500,4453000,1257166.667,3,2,3,2,2
372082,1,0,1,G,1,1590000,1590000,1590000,1590000,1,1,1,1,1
997250,1,0,1,G,7,2000000,20000,3630000,518571.4286,7,5,7,2,3
469513,1,0,1,G,2,45190000,555522,45745522,22872761,2,2,2,2,2
492644,1,0,1,G,12,700000,30000,1683900,154890,6,4,10,2,2
185155,1,1,0,B,1,40000,40000,40000,40000,1,1,1,1,1
671811,1,0,1,G,4,100000,35000,220000,61666.66667,3,2,3,1,1
274000,1,0,1,G,1,50000,50000,50000,50000,1,1,1,1,1
808054,1,0,1,G,2,8250000,8250000,16500000,8250000,1,1,1,1,1
635890,1,0,1,G,2,22300000,6450000,28750000,14375000,2,2,2,1,1
535030,1,0,1,G,7,752912,10000,1222912,174701.7143,5,4,7,2,3
443097,1,0,1,G,2,8350000,3600000,11950000,5975000,2,2,2,1,1
35066,1,0,1,G,18,24540000,50000,125479000,7098531.25,11,7,14,2,3
300077,1,0,1,G,1,20000,20000,20000,20000,1,1,1,1,1
308698,1,0,1,G,5,5000000,50000,5370000,1315000,3,3,3,2,2
842381,1,0,1,G,15,1000000,10000,2850000,202857.1429,11,7,14,2,3
812247,1,0,1,G,1,100000,100000,100000,100000,1,1,1,1,1
431597,1,0,1,G,8,500000,50000,2315000,289375,6,5,8,2,3
334829,1,0,1,G,2,5000000,5000000,10000000,5000000,2,2,2,1,1
455681,1,0,1,G,1,100000,100000,100000,100000,1,1,1,1,1
176809,1,0,1,G,2,750000,110000,860000,430000,2,2,2,1,1
892871,1,0,1,G,6,5000000,20000,11080000,1846666.667,5,4,6,2,3
321584,1,0,1,G,12,17800000,10000,72710000,4990000,8,5,9,2,3
734878,1,0,1,G,3,2000000,1000000,4000000,1500000,2,1,2,1,2
864638,1,0,1,G,2,200000,100000,300000,150000,2,2,2,2,2
69383,1,0,1,G,1,1000000,1000000,1000000,1000000,1,1,1,1,1
301701,1,0,1,G,1,50000,50000,50000,50000,1,1,1,1,1
182410,1,0,1,G,0,0,0,0,0,0,0,1,0,0
400127,1,1,0,B,0,0,0,0,0,0,0,1,0,0
865059,1,0,1,G,2,5297085,5100000,10397085,5198542.5,2,2,2,1,1
389067,1,0,1,G,1,750000,750000,750000,750000,1,1,1,1,1
256198,1,0,1,G,1,14445167,14445167,14445167,14445167,1,1,1,1,1
579320,1,0,1,G,0,0,0,0,0,0,0,1,0,0
181980,1,0,1,G,1,479603,479603,479603,479603,1,1,1,1,1
922428,1,0,1,G,1,500000,500000,500000,500000,1,1,1,1,1
440141,1,0,1,G,1,100000,100000,100000,100000,1,1,1,1,1
262178,1,0,1,G,0,0,0,0,0,0,0,1,0,0
239126,1,0,1,G,0,0,0,0,0,0,0,1,0,0
2293,1,0,1,G,8,6100000,500000,24100000,3012500,7,5,8,1,1
968896,1,1,0,B,0,0,0,0,0,0,0,1,0,0
719420,1,0,1,G,6,4400000,100000,12900000,1700000,4,3,5,2,3
378899,1,0,1,G,1,1000000,1000000,1000000,1000000,1,1,1,1,1
487513,1,0,1,G,2,10000,10000,20000,10000,2,2,2,2,2
735415,1,0,1,G,2,150000,150000,300000,150000,1,1,1,1,1
229416,1,0,1,G,3,475000,10000,960000,242500,1,1,1,2,2
801247,1,0,1,G,19,1400000,50000,11950000,628947.3684,4,4,17,2,2
983317,1,0,1,G,1,51837000,51837000,51837000,51837000,1,1,1,1,1
348933,1,0,1,G,3,9000000,100000,9250000,3083333.333,3,3,3,1,1
398285,1,0,1,G,0,0,0,0,0,0,0,1,0,0
409295,1,1,0,B,0,0,0,0,0,0,0,1,0,0
143759,1,0,1,G,1,450000,450000,450000,450000,1,1,1,1,1
708558,1,0,1,G,4,1700000,215000,3416000,854000,4,3,4,1,2
295309,1,0,1,G,0,0,0,0,0,0,0,1,0,0
957921,1,0,1,G,0,0,0,0,0,0,0,1,0,0
119160,1,0,1,G,3,12000000,4250000,24100000,8033333.333,3,2,3,1,2
816475,1,1,0,B,0,0,0,0,0,0,0,1,0,0
957300,1,0,1,G,0,0,0,0,0,0,0,1,0,0
28625,1,0,1,G,2,5500000,5000000,10500000,5250000,2,2,2,1,1
214047,1,0,1,G,0,0,0,0,0,0,0,1,0,0
688308,1,0,1,G,10,2854000,20000,4219000,463416.6667,8,4,9,2,2
205772,1,0,1,G,1,300000,300000,300000,300000,1,1,1,1,1
683301,1,0,1,G,0,0,0,0,0,0,0,1,0,0
805198,1,0,1,G,0,0,0,0,0,0,0,1,0,0
253933,1,0,1,G,1,200000,200000,200000,200000,1,1,1,1,1
672952,1,0,1,G,3,80000000,34500000,174500000,58166666.67,3,2,3,1,1
160027,1,0,1,G,0,0,0,0,0,0,0,1,0,0
892505,1,0,1,G,3,8000000,174444,8993515,2997838.333,3,3,3,2,2
258987,1,0,1,G,6,20000000,1680000,43650000,7275000,6,4,6,1,2
142913,1,0,1,G,0,0,0,0,0,0,0,1,0,0
457295,1,1,0,B,1,5790000,5790000,5790000,5790000,1,1,1,1,1
894099,1,0,1,G,1,20000000,20000000,20000000,20000000,1,1,1,1,1
848992,1,0,1,G,18,12500000,60000,60010000,2794705.882,13,6,16,1,2
696945,1,1,0,B,0,0,0,0,0,0,0,1,0,0
501466,1,1,0,B,2,2000000,2000000,4000000,2000000,1,1,1,1,1
800744,1,0,1,G,0,0,0,0,0,0,0,1,0,0
825925,1,0,1,G,1,960000,960000,960000,960000,1,1,1,1,1
479879,1,0,1,G,4,7000000,175000,7795000,1948750,4,3,4,1,1
442117,1,0,1,G,1,225000,225000,225000,225000,1,1,1,1,1
202846,1,0,1,G,1,5900000,5900000,5900000,5900000,1,1,1,1,1
468654,1,0,1,G,2,16372752,13858638,30231390,15115695,2,2,2,1,1
519766,1,0,1,G,34,90000000,1360000,1215502000,46491133.33,7,4,10,1,1
988723,1,0,1,G,28,300000000,1300000,3238150000,85336739.13,16,7,23,1,2
274544,1,0,1,G,1,348000,348000,348000,348000,1,1,1,1,1
144591,1,0,1,G,0,0,0,0,0,0,0,1,0,0
383614,1,0,1,G,7,10000000,152787,36957476,4492912.667,6,4,6,2,2
931337,1,0,1,G,1,5546000,5546000,5546000,5546000,1,1,1,1,1
278067,1,0,1,G,0,0,0,0,0,0,0,1,0,0
46308,1,0,1,G,1,26499000,26499000,26499000,26499000,1,1,1,1,1
936864,1,0,1,G,5,7500000,500000,15900000,3180000,3,3,5,1,2
397686,1,0,1,G,0,0,0,0,0,0,0,1,0,0
286240,1,0,1,G,4,50000000,320000,90270000,22567500,4,3,4,1,1
836099,1,0,1,G,1,2900000,2900000,2900000,2900000,1,1,1,1,1
566046,1,0,1,G,1,500000,500000,500000,500000,1,1,1,1,1
697982,1,0,1,G,1,6500000,6500000,6500000,6500000,1,1,1,1,1
926250,1,0,1,G,7,50000000,100000,138797000,19828142.86,3,3,6,1,2
905408,1,0,1,G,3,4000000,1000000,6500000,2166666.667,3,3,3,1,1
486664,1,0,1,G,10,50000000,100000,185000000,18500000,8,6,10,2,2
788180,1,0,1,G,4,21000000,6271000,52271000,13067750,4,3,4,1,1
641910,1,0,1,G,4,8000000,190000,10890000,2722500,4,4,4,1,1
159980,1,0,1,G,12,5000000,100000,10600000,883333.3333,11,7,12,2,3
722398,1,0,1,G,4,2000000,30000,3080000,770000,3,2,4,2,2
878653,1,0,1,G,2,30000,20000,50000,25000,1,1,2,1,1
736267,1,0,1,G,3,50000,20000,120000,40000,3,3,3,1,1
991079,1,0,1,G,13,4300000,36666.66667,5655000,659583.3333,7,4,8,2,4
22006,1,0,1,G,9,2300000,30000,3685000,409444.4444,8,5,9,2,2
329869,1,0,1,G,10,122000000,20000,145240000,14524000,8,7,10,2,3
777180,1,0,1,G,10,1500000,4000,7222000,722200,8,5,10,2,3
257032,1,0,1,G,10,5000000,10000,8370000,928888.8889,8,5,9,2,4
294488,1,0,1,G,12,23680000,100000,100860000,8176000,3,3,4,2,2
522040,1,0,1,G,3,266519,50000,416519,138839.6667,3,3,3,2,2
331859,1,0,1,G,5,150000000,10000,151220000,30244000,3,3,3,2,3
156784,1,0,1,G,9,4800000,10000,5072000,563555.5556,7,3,9,2,3
347913,1,0,1,G,0,0,0,0,0,0,0,1,0,0
144977,1,0,1,G,4,100000000,2500000,232500000,58125000,4,3,4,1,1
63734,1,0,1,G,0,0,0,0,0,0,0,1,0,0
252641,1,0,1,G,0,0,0,0,0,0,0,1,0,0
360275,1,0,1,G,7,20000000,1000000,36500000,5214285.714,6,3,7,1,1
720227,1,0,1,G,36,360000000,176000,1693086000,44429878.79,16,6,32,1,2
956428,1,0,1,G,3,200000,10000,410000,136666.6667,3,3,3,2,2
365812,1,0,1,G,2,100000,100000,200000,100000,2,1,2,1,1
329483,1,0,1,G,2,408881000,7271000,416152000,208076000,2,1,2,1,1
311676,1,0,1,G,31,55000000,15110000,1128430000,35358939.39,17,7,22,1,1
987052,1,0,1,G,1,100000000,100000000,100000000,100000000,1,1,1,1,1
627368,1,0,1,G,6,50000000,200000,115950000,19325000,6,4,6,1,2
10729,1,0,1,G,2,5000000,5000000,10000000,5000000,1,1,2,1,1
41952,1,0,1,G,3,225000,20000,325000,108333.3333,3,3,3,1,1
130804,1,0,1,G,3,17600000,3000000,23600000,10300000,2,2,2,1,1
285933,1,0,1,G,1,300000000,300000000,300000000,300000000,1,1,1,1,1
164316,1,0,1,G,2,185500000,300000,185800000,92900000,2,1,2,1,1
492132,1,0,1,G,2,375700,30000,405700,202850,2,2,2,1,1
405899,1,0,1,G,5,352000,50000,952000,190400,5,4,5,3,4
807138,1,0,1,G,2,150000,35000,185000,92500,2,2,2,2,2
510142,1,0,1,G,1,11000,11000,11000,11000,1,1,1,1,1
130779,1,0,1,G,5,2170000,127000,5027000,1005400,4,4,5,2,2
563152,1,0,1,G,14,4000000,5000,5794000,477833.3333,9,7,12,2,2
811851,1,0,1,G,0,0,0,0,0,0,0,1,0,0
999634,1,0,1,G,2,1165000,980000,2145000,1072500,2,2,2,2,2
599298,1,0,1,G,0,0,0,0,0,0,0,1,0,0
677167,1,0,1,G,6,400000,35000,1185000,197500,6,6,6,1,1
878039,1,0,1,G,3,300000000,70000000,470000000,156666666.7,2,2,3,1,1
137826,1,0,1,G,18,34751428.57,17389000,483810000,24818842.86,1,1,3,2,2
852817,1,0,1,G,1,10000000,10000000,10000000,10000000,1,1,1,1,1
620167,1,1,0,B,4,50000000,1900000,103580055,25895013.75,3,3,4,1,1
209141,1,0,1,G,1,19000000,19000000,19000000,19000000,1,1,1,1,1
939307,1,0,1,G,3,6000000,900000,9900000,3300000,3,3,3,1,1
694140,1,0,1,G,0,0,0,0,0,0,0,1,0,0
288906,1,0,1,G,2,9700000,9500000,19200000,9600000,2,2,2,1,1
460275,1,0,1,G,4,10000000,2000000,27000000,6750000,4,3,4,1,1
406315,1,0,1,G,6,500000,20000,1500000,250000,6,5,6,1,1
290725,1,0,1,G,2,50000,50000,100000,50000,2,2,2,1,1
132967,1,0,1,G,7,3381300,100000,9105300,1338660,4,3,5,2,2
414701,1,0,1,G,0,0,0,0,0,0,0,1,0,0
152081,1,0,1,G,1,15800000,15800000,15800000,15800000,1,1,1,1,1
604642,1,0,1,G,3,2800000,267210,3367210,1122403.333,1,1,2,3,3
905307,1,0,1,G,0,0,0,0,0,0,0,1,0,0
438020,1,0,1,G,2,90000,50000,140000,70000,2,2,2,1,1
134358,1,0,1,G,1,2600000,2600000,2600000,2600000,1,1,1,1,1
969916,1,1,0,B,0,0,0,0,0,0,0,1,0,0
306463,1,0,1,G,0,0,0,0,0,0,0,1,0,0
167391,1,0,1,G,11,5000000,20000,13212000,1201090.909,10,6,11,2,2
692918,1,0,1,G,20,47749725,64000,50291025,2784690.278,14,7,18,2,3
604481,1,0,1,G,59,500000,10000,13463000,230547.1698,22,7,51,2,2
31100,1,0,1,G,0,0,0,0,0,0,0,1,0,0
86564,1,0,1,G,3,1600000,10000,1710000,570000,2,2,3,2,2
169907,1,0,1,G,5,11000000,50000,11600000,2320000,5,3,5,2,2
109209,1,1,0,B,0,0,0,0,0,0,0,1,0,0
577889,1,0,1,G,2,2991030,300000,3291030,1645515,2,1,2,1,1
176095,1,0,1,G,5,300000,30000,590000,176666.6667,3,3,3,2,3
464485,1,0,1,G,26,50000000,50000,142956666,5795763.875,15,7,24,2,2
253047,1,1,0,B,1,150000,150000,150000,150000,1,1,1,1,1
348157,1,0,1,G,6,6000000,44000,15044000,1808800,4,4,5,1,1
802242,1,0,1,G,11,8000000,400000,45390000,4289000,6,5,9,1,2
742666,1,0,1,G,1,20000,20000,20000,20000,1,1,1,1,1
726267,1,0,1,G,3,3000000,1000000,5000000,1666666.667,3,3,3,1,1
58917,1,0,1,G,2,100000,20000,120000,60000,2,2,2,1,1
688677,1,0,1,G,2,50000000,50000000,100000000,50000000,2,2,2,1,1
388553,1,0,1,G,1,50000000,50000000,50000000,50000000,1,1,1,1,1
808645,1,0,1,G,1,2600000,2600000,2600000,2600000,1,1,1,1,1
778839,1,0,1,G,6,1500000,60000,4840000,740000,3,3,5,2,2
927742,1,0,1,G,9,20000000,100000,82593000,9177000,8,6,9,2,3
700001,1,0,1,G,5,5000000,500000,16500000,3300000,4,3,5,1,2
526458,1,0,1,G,1,5000000,5000000,5000000,5000000,1,1,1,1,1
184792,1,0,1,G,1,7900000,7900000,7900000,7900000,1,1,1,1,1
314867,1,0,1,G,1,3000000,3000000,3000000,3000000,1,1,1,1,1
86986,1,0,1,G,7,3000000,40000,6272000,812833.3333,4,4,6,1,2
855212,1,0,1,G,3,190000000,1000000,381000000,95500000,1,1,2,1,1
697340,1,0,1,G,4,10900000,204920,19309840,6368306.667,3,3,3,2,2
892346,1,0,1,G,2,50000000,49500000,99500000,49750000,2,1,2,1,1
159959,1,0,1,G,11,1000000,20000,3419311,321931.1,7,5,10,3,3
464646,1,0,1,G,5,48000000,2600000,97200000,23650000,3,3,4,1,1
240932,1,0,1,G,12,202800000,200000,404600000,33716666.67,7,4,12,2,2
933065,1,0,1,G,2,56000000,1000000,57000000,28500000,2,2,2,1,2
778245,1,0,1,G,9,500000,20000,1340000,203333.3333,5,3,6,2,2
766239,1,0,1,G,0,0,0,0,0,0,0,1,0,0
293334,1,1,0,B,0,0,0,0,0,0,0,1,0,0
326784,1,0,1,G,6,1138839,10000,2275828,453165.6,5,3,5,2,2
641069,1,0,1,G,8,300000,10000,580000,79285.71429,7,5,7,2,2
997944,1,0,1,G,6,1155000,20000,3480000,465000,5,3,5,2,2
801333,1,1,0,B,0,0,0,0,0,0,0,1,0,0
768349,1,0,1,G,33,2900000,16000,26846007,833569.2069,13,7,28,2,3
547582,1,0,1,G,2,136516,50000,186516,93258,1,1,1,2,2
425100,1,0,1,G,4,15000000,50000,20750000,5187500,4,4,4,2,2
977101,1,1,0,B,1,50000,50000,50000,50000,1,1,1,1,1
856062,1,0,1,G,1,695000,695000,695000,695000,1,1,1,1,1
897182,1,0,1,G,3,20000,10000,40000,15000,2,2,2,1,1
635529,1,0,1,G,0,0,0,0,0,0,0,1,0,0
939102,1,0,1,G,10,3700000,10000,11846000,1184600,9,5,10,3,4
895049,1,0,1,G,3,1500000,100000,2900000,966666.6667,3,2,3,2,2
847706,1,0,1,G,5,16000000,100000,17797636,3559527.2,4,3,4,3,3
888655,1,0,1,G,7,200000,10000,290000,41428.57143,6,5,7,2,2
998370,1,0,1,G,6,2250000,65000,5630000,828750,3,3,4,2,3
953884,1,0,1,G,13,2121000,10000,7386000,568153.8462,12,5,13,2,4
474535,1,0,1,G,9,781574,50000,1381574,153508.2222,8,4,9,2,2
678985,1,0,1,G,4,300000,100000,700000,175000,4,3,4,2,2
260274,1,0,1,G,9,150000,50000,650000,72222.22222,6,4,9,1,1
984252,1,0,1,G,4,3700000,100000,6000000,1500000,4,3,4,2,3
235644,1,0,1,G,1,900000,900000,900000,900000,1,1,1,1,1
123457,1,0,1,G,1,100000,100000,100000,100000,1,1,1,1,1
792611,1,0,1,G,1,50000,50000,50000,50000,1,1,1,1,1
778474,1,0,1,G,3,100000,100000,300000,100000,2,2,2,1,1
424854,1,0,1,G,8,5000000,100000,11100000,1387500,6,5,7,2,3
473463,1,0,1,G,8,50000000,900000,184035000,22911250,4,3,6,2,2
335388,1,0,1,G,8,4300000,100000,11037510,1379688.75,8,5,8,2,2
728548,1,0,1,G,1,1981000,1981000,1981000,1981000,1,1,1,1,1
945232,1,0,1,G,15,1000000,10000,5022800,310676.9231,11,6,13,2,2
531526,1,0,1,G,4,750000,30000,980000,245000,3,3,3,2,2
46727,1,0,1,G,1,10000000,10000000,10000000,10000000,1,1,1,1,1
151067,1,0,1,G,2,500000,20000,520000,260000,2,2,2,2,2
143689,1,0,1,G,1,950000,950000,950000,950000,1,1,1,1,1
814646,1,0,1,G,0,0,0,0,0,0,0,1,0,0
517583,1,0,1,G,2,20000,10000,30000,15000,2,2,2,1,1
249358,1,0,1,G,7,1489000,50000,4139780,591397.1429,5,4,7,1,1
719007,1,1,0,B,2,170000,10000,180000,90000,2,2,2,2,2
858102,1,0,1,G,9,29000000,50000,30550000,3812500,7,4,7,2,3
982762,1,0,1,G,1,8000000,8000000,8000000,8000000,1,1,1,1,1
182489,1,0,1,G,6,2000000,98914,6233914,1038985.667,6,5,6,3,3
54318,1,0,1,G,6,50000000,500000,125500000,20916666.67,6,5,6,1,1
616435,1,0,1,G,7,3000000,50000,10415000,1487857.143,6,4,7,1,2
782443,1,0,1,G,3,1230000,500000,2850000,950000,2,2,3,1,1
940742,1,0,1,G,7,6000000,20000,7430000,1061428.571,6,4,7,2,2
464468,1,0,1,G,3,81583,50000,181583,60527.66667,3,3,3,2,3
90516,1,0,1,G,2,3000000,30000,3030000,1515000,2,2,2,2,2
591561,1,0,1,G,5,50000,10000,190000,38000,4,4,5,1,1
896951,1,0,1,G,1,3629763,3629763,3629763,3629763,1,1,1,1,1
39110,1,0,1,G,3,7300000,500000,9700000,3233333.333,2,2,3,1,2
94315,1,0,1,G,10,300000,10000,770000,77000,8,6,10,2,2
851192,1,0,1,G,1,6500000,6500000,6500000,6500000,1,1,1,1,1
429818,1,0,1,G,1,29900000,29900000,29900000,29900000,1,1,1,1,1
71014,1,0,1,G,7,20059000,18500000,138239000,19748428.57,7,5,7,1,1
199822,1,0,1,G,4,5000000,16000,6356000,1589000,4,4,4,1,2
691448,1,0,1,G,1,8400000,8400000,8400000,8400000,1,1,1,1,1
852390,1,0,1,G,1,300000,300000,300000,300000,1,1,1,1,1
194066,1,0,1,G,6,2500000,500000,7920000,1320000,5,4,6,1,2
516275,1,0,1,G,1,4000000,4000000,4000000,4000000,1,1,1,1,1
717810,1,0,1,G,6,5000000,50000,5755000,1131000,4,4,4,2,3
634388,1,1,0,B,8,169375000,1800000,718500000,42075000,4,4,5,1,2
874951,1,0,1,G,0,0,0,0,0,0,0,1,0,0
83486,1,0,1,G,1,400000,400000,400000,400000,1,1,1,1,1
378616,1,0,1,G,16,250000000,1500000,1196950000,78821666.67,12,7,15,1,1
484871,1,0,1,G,2,3000000,172786,3172786,1586393,2,2,2,2,2
287851,1,0,1,G,5,2959848,123287.5,4722353,1149766.375,3,2,4,1,1
496993,1,0,1,G,2,2500000,2000000,4500000,2250000,2,2,2,2,2
683949,1,0,1,G,2,3000000,500000,3500000,1750000,2,2,2,1,1
469009,1,1,0,B,0,0,0,0,0,0,0,1,0,0
463764,1,0,1,G,2,3483999,2000000,5483999,2741999.5,2,2,2,2,2
813387,1,0,1,G,3,11000000,400000,14400000,4800000,3,3,3,1,2
113323,1,0,1,G,1,1550000,1550000,1550000,1550000,1,1,1,1,1
685012,1,0,1,G,1,50000,50000,50000,50000,1,1,1,1,1
382059,1,0,1,G,6,35500000,4000000,80060000,13343333.33,5,5,6,1,1
638538,1,0,1,G,2,3250000,3250000,6500000,3250000,1,1,1,1,1
614556,1,0,1,G,3,1741165,1167000,4620684,1540228,3,3,3,1,1
880443,1,0,1,G,11,2000000,50000,6550000,645000,8,4,10,2,2
769879,1,0,1,G,1,200000,200000,200000,200000,1,1,1,1,1
267228,1,0,1,G,1,50000,50000,50000,50000,1,1,1,1,1
891409,1,1,0,B,0,0,0,0,0,0,0,1,0,0
226693,1,0,1,G,1,2000000,2000000,2000000,2000000,1,1,1,1,1
165308,1,0,1,G,1,1100118,1100118,1100118,1100118,1,1,1,1,1
480146,1,0,1,G,0,0,0,0,0,0,0,1,0,0
840974,1,0,1,G,5,20000000,1000000,70500000,14100000,5,4,5,1,1
456,1,1,0,B,2,6000000,1800000,7800000,3900000,2,2,2,1,1
136073,1,0,1,G,22,102500000,1000000,578024000,25836404.76,15,7,21,1,1
556535,1,1,0,B,0,0,0,0,0,0,0,1,0,0
646408,1,0,1,G,7,1000000,20000,2183000,311857.1429,7,6,7,2,2
576497,1,0,1,G,10,8500000,10819,24808986,2673220.667,7,3,9,2,3
526681,1,1,0,B,0,0,0,0,0,0,0,1,0,0
722611,1,0,1,G,5,21000000,850000,33150000,6630000,5,5,5,1,1
869187,1,0,1,G,1,30560000,30560000,30560000,30560000,1,1,1,1,1
164798,1,0,1,G,3,291117.6667,291117.6667,873353,291117.6667,1,1,1,1,1
28610,1,0,1,G,0,0,0,0,0,0,0,1,0,0
243764,1,0,1,G,4,1000000,40000,1720000,430000,4,4,4,2,2
56214,1,0,1,G,1,5000000,5000000,5000000,5000000,1,1,1,1,1
380274,1,0,1,G,0,0,0,0,0,0,0,1,0,0
477441,1,0,1,G,2,3000000,300000,3300000,1650000,2,2,2,1,1
244223,1,0,1,G,2,300000,20000,320000,160000,2,2,2,2,2
987430,1,0,1,G,2,11975375,705000,12680375,6340187.5,2,2,2,2,2
104466,1,0,1,G,1,411037,411037,411037,411037,1,1,1,1,1
487140,1,0,1,G,7,606000,20000,856000,122285.7143,4,3,7,2,2
614112,1,0,1,G,11,149000000,1800000,541074000,53888777.78,7,4,9,1,1
170349,1,0,1,G,0,0,0,0,0,0,0,1,0,0
647320,1,0,1,G,2,3388539,291396,3679935,1839967.5,2,2,2,1,2
461476,1,1,0,B,0,0,0,0,0,0,0,1,0,0
302403,1,0,1,G,0,0,0,0,0,0,0,1,0,0
9322,1,0,1,G,3,50000000,8000000,108000000,29000000,2,2,2,1,1
16343,1,0,1,G,1,499000,499000,499000,499000,1,1,1,1,1
406220,1,0,1,G,2,1000000,300000,1300000,650000,2,2,2,1,1
598463,1,0,1,G,4,2000000,260000,3260000,815000,3,3,4,1,2
367318,1,0,1,G,0,0,0,0,0,0,0,1,0,0
130546,1,0,1,G,0,0,0,0,0,0,0,1,0,0
637254,1,0,1,G,1,1752100,1752100,1752100,1752100,1,1,1,1,1
172423,1,0,1,G,10,16000000,900000,50200000,5005555.556,7,4,9,1,1
307020,1,0,1,G,2,5000000,2730975,7730975,3865487.5,2,2,2,2,2
528388,1,0,1,G,0,0,0,0,0,0,0,1,0,0
886004,1,0,1,G,12,9000000,260000,37016000,3160545.455,9,6,11,1,1
106965,1,0,1,G,4,1000000,26000,1736000,434000,3,3,4,2,2
893893,1,0,1,G,2,400000,200000,600000,300000,2,2,2,2,2
698350,1,0,1,G,4,2200000,100000,2800000,700000,2,2,4,2,2
756642,1,0,1,G,1,30000000,30000000,30000000,30000000,1,1,1,1,1
497437,1,0,1,G,2,20000,10000,30000,15000,2,1,2,1,1
879201,1,0,1,G,6,1800000,20000,2640000,521000,4,3,5,2,2
17977,1,0,1,G,8,1500000,50000,2400000,375000,6,5,6,2,3
599066,1,0,1,G,0,0,0,0,0,0,0,1,0,0
66346,1,0,1,G,25,23000000,10000,98763000,3950520,17,7,24,2,3
381864,1,0,1,G,0,0,0,0,0,0,0,1,0,0
466067,1,1,0,B,2,3000000,50000,3050000,1525000,2,2,2,2,2
902716,1,0,1,G,4,980000,50000,1140000,361666.6667,3,3,3,2,3
741657,1,0,1,G,1,11000000,11000000,11000000,11000000,1,1,1,1,1
951954,1,0,1,G,3,3500000,50000,3930000,1310000,3,3,3,2,2
38158,1,0,1,G,5,50000000,500000,154670000,30934000,5,4,5,3,3
541998,1,0,1,G,3,2000000,20000,2120000,706666.6667,3,2,3,2,2
917389,1,0,1,G,0,0,0,0,0,0,0,1,0,0
669522,1,0,1,G,2,1025000,1015000,2040000,1020000,2,2,2,1,1
437417,1,0,1,G,2,3500000,1700000,5200000,2600000,2,1,2,1,1
550109,1,0,1,G,17,100000,20000,790000,48000,11,7,15,2,2
553092,1,1,0,B,0,0,0,0,0,0,0,1,0,0
715029,1,0,1,G,2,15000000,10000000,25000000,12500000,2,2,2,1,1
337090,1,0,1,G,2,892000,100000,992000,496000,2,2,2,2,2
277733,1,0,1,G,3,500000,100000,800000,266666.6667,3,3,3,1,1
148619,1,0,1,G,0,0,0,0,0,0,0,1,0,0
132809,1,0,1,G,10,50000,10000,270000,26111.11111,8,5,9,1,1
16940,1,0,1,G,11,30000000,10000,35710000,3565850,9,5,10,2,4
26094,1,0,1,G,5,5200000,1060000,13360000,2672000,5,4,5,1,1
767448,1,0,1,G,9,1386000,70000,3413650,379294.4444,8,4,9,3,3
604566,1,0,1,G,2,1633000,500000,2133000,1066500,2,1,2,2,2
295764,1,0,1,G,2,6000000,773000,6773000,3386500,2,2,2,1,1
360220,1,0,1,G,7,2250000,48083,5116711,730958.7143,7,5,7,2,3
763793,1,0,1,G,1,300000,300000,300000,300000,1,1,1,1,1
866145,1,0,1,G,10,899000,20000,1899000,194333.3333,9,4,9,2,2
189792,1,0,1,G,1,1000,1000,1000,1000,1,1,1,1,1
